dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes,0,285,GrowingSpheres,True,0.0009120420436374843,1.0,1.0,8.460996661385458,-10.209401481934096
nhanes,0,286,DiCE,True,0.001277040981221944,1.0,1.0,4.019900798797607,-8.66236441698249
nhanes,0,286,FACE,True,0.04494554101256654,1.0,1.0,5.619634628295898,-7.921674742274872
nhanes,0,286,GrowingSpheres,True,0.0004576249630190432,1.0,1.0,3.816251166541258,-8.82316213719683
nhanes,0,287,DiCE,True,0.0018673750455491245,1.0,1.0,5.85709285736084,-9.510877598451403
nhanes,0,287,FACE,True,0.04548950004391372,1.0,1.0,6.98448371887207,-8.610635101284963
nhanes,0,287,GrowingSpheres,True,0.0007157920044846833,1.0,1.0,5.220821263790015,-9.947864388191908
nhanes,0,289,DiCE,True,0.0017223749891854823,1.0,1.0,5.022158622741699,-11.57537605816487
nhanes,0,289,FACE,True,0.045079791045282036,1.0,1.0,9.473984718322754,-8.652412554553877
nhanes,0,289,GrowingSpheres,True,0.0004895409801974893,1.0,1.0,4.8953008028286735,-11.859980227964215
nhanes,0,291,DiCE,True,0.0011185830226168036,1.0,1.0,3.4819579124450684,-13.936755101315129
nhanes,0,291,FACE,True,0.045024916995316744,1.0,1.0,9.473292350769043,-8.097347542014507
